2025-08-08,Merge pull request #95 from KB-MoneyBunny/feature/policy_connect(0731)
2025-08-08,♻️refactor: bookmark API를 policyInteraction으로 통합
2025-08-08,⚡️feat: 정책 상세 페이지에 미완료 신청 체크 및 policyId 전달 기능 추가
2025-08-08,⚡️feat: 정책 메인 탭에 미완료 신청 체크 및 이벤트 전파 방지 기능 추가
2025-08-08,⚡️feat: 신청 모달에서 신청 등록 API 호출 및 즉시 상태 모달 표시 기능 추가
2025-08-08,🩹fix: 라우터 중복 경로 제거 및 NotificationCenter import 수정
2025-08-08,⚡️feat: 정책 신청 API 추가
2025-08-07,Merge branch 'dev' of https://github.com/KB-MoneyBunny/MoneyBunny-frontend into feature/notification(0803)
2025-08-07,fix:: 알림 미읽음 요청 고쳐쓰
2025-08-07,fix: PWA 로고 변경
2025-08-07,Merge pull request #81 from KB-MoneyBunny/dev
2025-08-07,Merge pull request #80 from KB-MoneyBunny/feature/notification(0803)
2025-08-07,Merge branch 'dev' of https://github.com/KB-MoneyBunny/MoneyBunny-frontend into feature/notification(0803)
2025-08-07,fix: 알림 설정 모달로 이전
2025-08-07,Merge pull request #78 from KB-MoneyBunny/feature/join(0806)
2025-08-07,fix: 로그아웃 시 pinia 초기화
2025-08-07,Merge branch 'dev' of https://github.com/KB-MoneyBunny/MoneyBunny-frontend into feature/notification(0803)
2025-08-07,Merge remote-tracking branch 'origin' into feature/notification(0803)
2025-08-07,⚡️feat: 알림 카드 삭제 기능 및 UI 개선
2025-08-07,⚡️feat: 라우터 스크롤 동작 개선 및 헤더 로고 네비게이션
2025-08-07,⚡️feat: 알림 권한 설정 UX 개선 및 자동 권한 변경 감지
2025-08-07,⚡️feat: FCM 토큰 관리 중앙화 및 로그아웃 시퀀스 개선
2025-08-06,feat: 임시 커밋
2025-08-05,🩹fix: 매우 사소한 오류 수정
2025-08-05,Merge branch 'dev' into feature/notification(0803)
2025-08-05,⚡️feat: 서비스워커 재설치 감지 및 알림 권한 자동 체크 기능 추가 (FCM 토큰 관리 최적화)
2025-08-05,Merge pull request #52 from KB-MoneyBunny/dev
2025-08-05,Merge pull request #50 from KB-MoneyBunny/feature/asset_connect(0801)
2025-08-05,Merge branch 'dev' into feature/notification(0803)
2025-08-05,Merge remote-tracking branch 'origin' into feature/notification(0803)
2025-08-05,♻️refactor: 북마크 및 알림 관련 불필요한 디버깅 로그 제거
2025-08-05,🎨design: 알림 메시지 말줄임 처리 및 읽은 알림 시각적 구분 강화
2025-08-05,🎨design: 북마크 카드 사이 구분선 추가 및 패딩 조정
2025-08-04,🎨design: 알림센터 UI 개선 및 읽음 상태 시각적 표시 강화
2025-08-04,🩹fix: FCM 토큰 필수 파라미터 추가 및 알림 상태 관리 개선
2025-08-04,⚡️feat: 북마크 카드 제거 기능 및 정책 상세 라우팅 구현
2025-08-04,⚡️feat: 마이페이지 북마크 스토어 연동 및 실시간 상태 관리
2025-08-04,⚡️feat: 북마크 API 서비스 및 Pinia 스토어 구현
2025-08-04,🩹fix: FCM 알림 시스템 보완 #42
2025-08-04,⚡️feat: 알림 설정 페이지 및 API 연동 구현 #42
2025-07-31,Update vite.config.js
2025-07-31,Update vite.config.js
2025-07-26,Merge pull request #21 from KB-MoneyBunny/dev
2025-07-26,Merge branch 'main' into dev
2025-07-26,Merge pull request #20 from KB-MoneyBunny/feature/login_jwt(0725)
2025-07-26,Fix: 알림 엔드포인트 수정
2025-07-26,Feat: JWT 토큰 만료 처리 및 로그아웃 기능 완성
2025-07-26,Feat: 인증 가드 설정(로그인 관련 경로만 해제)
2025-07-26,Feat: 로그인 페이지 실제 서버 연동 및 에러 처리 개선
2025-07-26,Fix: 백엔드 API 엔드포인트 정확한 연동 (/api/member/login)
2025-07-25,Update index.js
2025-07-25,Merge pull request #18 from KB-MoneyBunny/dev
2025-07-25,Fix: Router 수정 HomeMainPage 반영여부 확인필요
2025-07-24,Feat: 백엔드 연동
2025-07-24,Fix: 나중에 백엔드 배포 주소로 연결해야함!
2025-07-24,Merge branch 'main' of https://github.com/KB-MoneyBunny/MoneyBunny-frontend
2025-07-24,Fix: Vercel 라우팅 관련 이슈
2025-07-24,Fix: 용량 초과 자동 제외
2025-07-24,Feat: 설정 페이지 알림 구독 반영
2025-07-24,Merge branch 'main' of https://github.com/KB-MoneyBunny/MoneyBunny-frontend
2025-07-23,Feat: FCM 토큰 LocalStorage 저장 및 알림 중복 수신 수정
2025-07-23,Fix: 버그 수정
2025-07-23,Update firebase-messaging-sw.js
2025-07-23,Fix: 서비스 워커 자동 업데이트
2025-07-23,Fix: service-worker 자동 업데이트
2025-07-23,Update firebase-messaging-sw.js
2025-07-23,Chore: FCM 설정
2025-07-22,Feat: PWA 알림 기능 설정 추가
2025-07-21,Fix: PWA 관련 설정 수정 (Vite-plugin-pwa로 변경)
2025-07-17,chore: 초기 PWA 설정(manifest, 서비스워커, 아이콘 등)
2025-07-16,Update vite.config.js
2025-07-16,Create main.yml
2025-07-16,Create build.sh
